e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Supply of Ultra high definition 4k Laparoscopy set]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_4]",HITES
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Supply of Operating Microscope]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_1]",HITES
28-Jul-2023 06:10 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[RML AO Type Ortho General Instruments]
																				[HITES/PCD/RML/02/MIX/23-24        ][2023_HITE_162696_5]",HITES
28-Jul-2023 06:05 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[RML Nerve Inegrity Monitor]
																				[HITES/PCD/RML/02/MIX/23-24        ][2023_HITE_162696_4]",HITES
28-Jul-2023 06:00 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[RML Apheresis Machine]
																				[HITES/PCD/RML/02/MIX/23-24        ][2023_HITE_162696_3]",HITES
28-Jul-2023 06:00 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[RML ENT TREATMENT UNIT]
																				[HITES/PCD/RML/02/MIX/23-24        ][2023_HITE_162696_1]",HITES
28-Jul-2023 06:00 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[RML High Defenition Camera System with monitor with light source and Telescope with complete FESS set]
																				[HITES/PCD/RML/02/MIX/23-24        ][2023_HITE_162696_2]",HITES
16-Sep-2023 11:15 AM,23-Sep-2023 03:00 PM,23-Sep-2023 04:00 PM,"[Comprehensive Annual Maintenance Contract AMC  for air conditioning systems at HLL Lifecare Limited, Thiruvananthapuram]
																				[HLL/FMD/CHO/2023-24/086][2023_HLL_167908_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
15-Sep-2023 06:00 PM,29-Sep-2023 03:00 PM,30-Sep-2023 03:30 PM,"[Renewal of Google Workspace (Gws) Email Service Subscription Licenses]
																				[HLL/CHO/IT/Email/2023][2023_HLL_167861_1]",HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||IT Department - HLL
08-Sep-2023 06:20 PM,21-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,"[Supply of Medical Cyclotron at AIIMS Jodhpur]
																				[HITES/PCD/AIIMS/CYCLOTRON/08/ 23-24][2023_HLL_154323_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
08-Sep-2023 11:45 AM,26-Sep-2023 03:00 PM,28-Sep-2023 03:00 PM,"[Manufacture and supply of Pharmaceutical Products under rate contract for 24 months]
																				[HLL/CHO/SD/MKTG/2023-24/03 DT. 07-09-2023][2023_HLL_167038_1]",HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||RBD - Sourcing  - HLL
06-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:30 PM,"[COMMUNICATION FOR BHISHM Modular Trauma Kit - Defence Pharma Project]
																				[HLL/MKG CMO /DPD /AGENCY/2023-24][2023_HLL_166786_1]",HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||HICARE Division - HLL
05-Sep-2023 01:10 PM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,"[Supply of additional 79nos of Pharmaceutical Products for onward supplies to Foreign Country]
																				[HLL/SD/RBD/2023-24/TENDER/12][2023_HLL_166680_1]",HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||RBD - Sourcing  - HLL
23-Jun-2023 12:25 PM,29-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[ABVIMS_RML Supply of 1.5 TESLA MRI Machine ]
																				[HITES/PCD/RML/01/MRI/23-24][2023_HLL_158559_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:05 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV ICP Monitor]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV Immuno Fluorescent Microscope]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV Microtome Fully Automated]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV Transcutaneous Bilirubin Analyzer]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV ICP Monitor]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV Grossing Station Automated]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
02-Jun-2023 06:00 PM,30-Sep-2023 01:00 PM,30-Sep-2023 02:30 PM,"[PMSSY IV Ultrasonic Surgical Aspirator]
																				[HITES/PCD/PMSSY-IV/32/Mix/ 2023-24][2023_HLL_155962_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
16-May-2023 05:15 PM,21-Sep-2023 02:00 PM,21-Sep-2023 02:30 PM,"[Supply of Medical Cyclotron ]
																				[HITES/PCD/AIIMS/CYCLOTRON/08/ 23-24][2023_HLL_154323_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
15-May-2023 01:10 PM,28-Sep-2023 02:00 PM,28-Sep-2023 04:00 PM,"[AIIA Supply, Installation of Microplate Spectrophotometer ]
																				[HITES/PCD/AIIA/04/22-23][2023_HLL_154141_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
15-May-2023 01:00 PM,28-Sep-2023 02:00 PM,28-Sep-2023 04:00 PM,"[AIIA Supply, Installation of Human Patient Simulator (Adult Male)]
																				[HITES/PCD/AIIA/04/22-23][2023_HLL_154141_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
24-Apr-2023 03:30 PM,28-Sep-2023 02:00 PM,28-Sep-2023 04:00 PM,"[AIIA-03 Supply, Installation of MRI Machine 3T]
																				[HITES/PCD/AIIA/03/22-23][2023_HLL_152426_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:50 PM,19-Sep-2023 02:00 PM,20-Sep-2023 02:30 PM,"[Establishment of Physiotherapy Lab]
																				[HITES/PCD/NCI-AIIMS/55/22-23][2023_HLL_150830_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Super Microsurgery system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_42]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Pediatric Rigid Bronchoscope and Oesophagoscope]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_24]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Endoscopic washer and disinfector system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_25]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Electrical drill and reamer set]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_26]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Point of Care device (Cardiac Biomarker)]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_27]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of HPLC based automated analyzer for HbA1C testing    ]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_28]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Point of Care device (Cardiac Biomarker)]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_40]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Electrical drill and reamer set]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_39]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Automated System for mycobacterium culture and sensitivity testing]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_33]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Endoscopic washer and disinfector system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_38]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Pediatric Rigid Bronchoscope and Oesophagoscope]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_37]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Rotational Thromboelastometry ]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_36]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Flexible High Definition/High resolution Video Bronchoscope with monitor and recording facility for pediatric]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_32]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Super Microsurgery system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_29]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Full Endoscopic lumbar IT and ED set]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_34]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Endoscopic sinus surgery instrument set with light source, camera and recording system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_30]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of  IPL (Intense Pulse Light System)]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_35]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of HPLC based automated analyzer for HbA1C testing    ]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_41]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 06:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Flexible High Definition/High resolution Video]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_31]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Autoanalyzer immuno assay (cherniluminescence based) - fully automated with UPS back up]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Gamma Camera]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_21]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Derma scope]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Difficult Arway management simulator]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Full body pregnancy simulator]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Fully Automated Coagulometer]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_20]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Gradient PCR Machine]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_22]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Rotational Thromboelastometry (ROTEM)]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_23]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Combined Ultrasonic Cutting, Coagulation ]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Digital Refractor Meter]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of ECHO and USG Machine]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Fully Automated Rotary Microtome with]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Paediatric Bronchoscope set]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Paediatric cystoscope and resectoscope]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Paediatric laparoscopy set]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Dissolution media preparation and delivery system]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Antibiotic Zone Reader]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of ATLS Practising Manikin]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Automated continuous monitoring standalone]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
01-Apr-2023 02:00 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Procurement of Body Plethysmograph with Diffusion Study]
																				[HITES/PCD/AIIMS-IV/69/Mix/ 22-23][2023_HLL_150739_15]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of High-Performance Liquid Chromatograph with PDA/RI/FLD]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Power Assisted Liposuction System]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_20]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Radiofrequency Generator with integrated vessel]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_21]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[High end Operating Microscope]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Thalassaemia and Hemoglobinopathy testing/Screening System]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_22]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Cryoprobe]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Themal Cycler]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_23]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of High Performance Liquid ChromatographyAnalytical with Auto Iniector]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Inverted Trinocular Epifluorescence Microscope with Imaging system]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Laparoscopic Surgery set with High-Definition]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[resectoscope with High-Definition Camera]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Microwave digestion Systern]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Micro method bilirubin analyser]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Western Blot Apparatus with Compatible power]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_27]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Vertical Gel Electrophoresis Apparatus with]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_26]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Motor electric Dermabrader]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Uretero-reno scope- Paediatric]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_25]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of NdYag Laser with IPL]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of New-born Resuscitation Manikin]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_15]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Nursing baby with SimPadA.lursing kid with]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of OAE (screening)]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Pacemaker Dual Chamber - Extemal]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
31-Mar-2023 06:55 PM,11-Oct-2023 01:00 PM,12-Oct-2023 02:30 PM,"[Supply, Installation and Commissioning of Patient Care Sirnulator with Sim Pad]
																				[HITES/PCD/AIIMS-IV/68/MIX/ 22-23][2023_HLL_150738_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
